return_id,order_id,customer_id,return_date,return_reason,refund_amount,refund_status,inspection_status,return_mode,warehouse,product_condition,resolution,exchange_requested,processing_days,refund_method,customer_feedback,region,case_status,pickup_completed,ticket_status
647,5566,8383,2025-08-13,Wrong Item Delivered,14606.42,Pending,Failed,Pickup,Warehouse C,Sealed,Refund,Yes,8,UPI,Excellent,South,Resolved,No,Active
648,17043,521,2025-10-27,Not as Described,19625.46,Pending,Failed,Pickup,Warehouse C,Opened,Replacement,No,4,UPI,Poor,West,Pending,Yes,Closed
649,42850,6482,2024-12-08,Damaged Product,85101.23,Rejected,Failed,Drop,Warehouse A,Sealed,Refund,No,3,Wallet,Average,West,Pending,Yes,Active
650,14300,2718,2025-08-05,Wrong Item Delivered,62857.94,Completed,Passed,Pickup,Warehouse A,Sealed,Refund,Yes,9,UPI,Average,South,Pending,No,Closed
651,39393,3426,2026-07-18,Changed Mind,2615.13,Pending,Passed,Pickup,Warehouse A,Sealed,Replacement,No,12,UPI,Excellent,South,Pending,No,Active
652,8539,7105,2025-12-17,Wrong Item Delivered,53514.1,Completed,Passed,Drop,Warehouse B,Opened,Refund,No,7,Bank Transfer,Excellent,South,Pending,Yes,Active
653,37374,1423,2024-12-14,Damaged Product,46396.02,Rejected,Failed,Drop,Warehouse C,Opened,Replacement,Yes,8,UPI,Excellent,North,Pending,Yes,Active
654,46108,2300,2025-10-25,Wrong Item Delivered,55840.49,Completed,Failed,Drop,Warehouse B,Sealed,Replacement,No,11,Bank Transfer,Average,East,Pending,Yes,Closed
655,6786,8147,2026-03-27,Not as Described,87949.21,Completed,Failed,Pickup,Warehouse A,Sealed,Refund,Yes,6,Bank Transfer,Excellent,South,Pending,No,Active
656,31639,6711,2026-03-03,Missing Parts,19273.91,Rejected,Passed,Drop,Warehouse C,Sealed,Refund,No,15,Wallet,Average,East,Pending,No,Closed
657,30657,1242,2025-05-17,Duplicate Order,30844.95,Rejected,Passed,Drop,Warehouse B,Sealed,Replacement,Yes,1,Bank Transfer,Good,West,Resolved,No,Active
658,48944,4729,2026-06-16,Wrong Item Delivered,36775.43,Pending,Passed,Drop,Warehouse A,Opened,Replacement,Yes,-5,Bank Transfer,Average,North,Pending,No,Active
659,41361,3424,2026-04-13,Duplicate Order,72842.65,Pending,Pending,Pickup,Warehouse A,Sealed,Refund,Yes,7,Wallet,Excellent,East,Resolved,Yes,Closed
660,11115,1913,2026-04-26,Missing Parts,75137.12,Pending,Failed,Pickup,Warehouse B,Sealed,Replacement,Yes,10,Bank Transfer,Average,South,Resolved,No,Active
661,19254,5520,2026-06-26,Changed Mind,44615.95,Pending,Passed,Drop,Warehouse C,Sealed,Refund,No,13,Bank Transfer,Excellent,South,Pending,No,Closed
662,22779,183,2026-03-16,Not as Described,75783.91,Pending,Failed,Drop,Warehouse A,Opened,Replacement,Yes,13,UPI,Average,South,Pending,Yes,Closed
663,46274,9705,2025-12-23,Missing Parts,77499.69,Completed,Failed,Pickup,Warehouse B,Sealed,Refund,Yes,1,Bank Transfer,Excellent,East,Resolved,No,Closed
664,39005,5904,2024-10-28,Damaged Product,11378.71,Completed,Pending,Pickup,Warehouse C,Opened,Refund,No,3,UPI,Good,East,Pending,Yes,Closed
665,25763,7317,2025-06-28,Wrong Item Delivered,57688.45,Completed,Passed,Pickup,Warehouse C,Opened,Refund,Yes,4,UPI,Poor,North,Pending,No,Active
666,34109,8929,2025-10-12,Missing Parts,81751.52,Pending,Passed,Pickup,Warehouse C,Sealed,Replacement,Yes,7,UPI,Excellent,South,Resolved,Yes,Active
667,26298,9501,2026-03-02,Late Delivery,7333.31,Pending,Failed,Drop,Warehouse B,Opened,Replacement,No,11,Bank Transfer,Poor,West,Resolved,No,Closed
668,14962,3348,2026-08-19,Damaged Product,36845.62,Pending,Failed,Pickup,Warehouse C,Sealed,Refund,No,1,Wallet,Poor,North,Pending,Yes,Closed
669,20324,6437,2025-07-24,Changed Mind,43655.33,Completed,Passed,Drop,Warehouse C,Opened,Replacement,No,9,UPI,Good,South,Pending,No,Closed
670,37371,1737,2026-01-12,Quality Issue,107936.09,Pending,Pending,Drop,Warehouse B,Opened,Replacement,No,8,Wallet,Good,East,Resolved,No,Closed
671,3839,5553,2026-06-17,Missing Parts,28839.11,Completed,Passed,Pickup,Warehouse C,Opened,Refund,Yes,-5,UPI,,West,Pending,Yes,Active
672,26419,4819,2025-02-01,Quality Issue,76936.62,Rejected,Failed,Drop,Warehouse A,Opened,Replacement,Yes,1,Wallet,Excellent,West,Pending,Yes,Active
673,39493,6645,2024-08-28,Not as Described,45845.14,Pending,Passed,Pickup,Warehouse A,Sealed,Replacement,No,11,Bank Transfer,Good,South,Resolved,No,Active
674,31684,8188,2024-10-25,Wrong Item Delivered,23404.16,Completed,Passed,Pickup,Warehouse A,Sealed,Replacement,Yes,6,UPI,Poor,South,Resolved,No,Closed
675,40249,6074,2026-03-14,Quality Issue,72617.72,Completed,Failed,Drop,Warehouse C,Sealed,Refund,Yes,3,Wallet,Average,North,Resolved,No,Active
676,31317,5171,2024-08-14,Duplicate Order,74154.69,Completed,Passed,Drop,Warehouse B,Sealed,Replacement,Yes,14,UPI,Average,North,Resolved,No,Closed
677,14,1589,2025-05-28,Wrong Item Delivered,51840.37,Rejected,Failed,Drop,Warehouse C,Opened,Refund,No,7,Bank Transfer,Good,East,Resolved,Yes,Active
678,40029,7341,2024-10-15,Duplicate Order,101614.34,Rejected,Passed,Pickup,Warehouse B,Opened,Refund,No,2,Bank Transfer,Excellent,West,Resolved,No,Active
679,2655,5196,2024-08-19,Late Delivery,9994.24,Rejected,Failed,Drop,Warehouse B,Sealed,Refund,Yes,15,UPI,,South,Pending,Yes,Closed
680,1699,4240,2026-05-25,Missing Parts,23571.46,Rejected,Passed,Drop,Warehouse C,Sealed,Refund,Yes,8,UPI,Average,East,Resolved,No,Closed
681,16876,9659,2024-10-09,Late Delivery,6227.58,Completed,Pending,Pickup,Warehouse A,Sealed,Refund,Yes,14,Wallet,Good,North,Resolved,Yes,Active
682,45424,3393,2025-04-06,Damaged Product,6542.13,Pending,Failed,Pickup,Warehouse B,Opened,Replacement,No,11,UPI,Excellent,North,Pending,Yes,Closed
683,44827,6721,2025-08-25,Duplicate Order,126647.87,Completed,Failed,Drop,Warehouse B,Sealed,Refund,No,6,Wallet,Excellent,North,Pending,No,Closed
684,40318,5151,2024-11-26,Quality Issue,73819.83,Rejected,Passed,Drop,Warehouse C,Opened,Refund,No,12,UPI,Excellent,South,Pending,No,Active
685,2257,1157,2026-03-07,Damaged Product,24622.1,Pending,Failed,Drop,Warehouse B,Opened,Refund,No,14,Wallet,Poor,West,Resolved,No,Closed
686,34274,717,2025-03-17,Late Delivery,29929.23,Pending,Passed,Drop,Warehouse C,Opened,Replacement,Yes,9,Bank Transfer,Excellent,East,Pending,Yes,Active
687,31812,9759,2026-01-31,Missing Parts,104517.12,Pending,Pending,Pickup,Warehouse A,Sealed,Replacement,No,7,Wallet,Average,South,Pending,No,Active
688,18351,8420,2025-01-04,Changed Mind,129419.1,Rejected,Failed,Pickup,Warehouse A,Sealed,Replacement,No,1,Wallet,Average,East,Pending,No,Active
689,37942,3159,2025-02-27,Duplicate Order,95980.7,Pending,Passed,Drop,Warehouse B,Opened,Replacement,Yes,8,UPI,Average,West,Resolved,No,Active
690,26754,8839,2025-01-30,Changed Mind,137624.93,Rejected,Pending,Drop,Warehouse A,Sealed,Refund,No,13,Bank Transfer,Average,West,Resolved,Yes,Active
691,11496,6085,2026-01-08,Damaged Product,136576.22,Completed,Passed,Pickup,Warehouse A,Sealed,Replacement,Yes,9,Wallet,Good,North,Pending,No,Active
692,728,9047,2025-09-23,Duplicate Order,110612,Rejected,Pending,Pickup,Warehouse C,Opened,Replacement,Yes,2,Wallet,Poor,North,Resolved,Yes,Active
693,35039,5344,2024-12-06,Missing Parts,89178.08,Completed,Pending,Drop,Warehouse B,Opened,Refund,No,10,Bank Transfer,Average,West,Pending,No,Closed
694,49470,2041,2026-01-11,Duplicate Order,11920.38,Completed,Failed,Pickup,Warehouse C,Opened,Refund,Yes,13,Bank Transfer,Average,South,Pending,Yes,Active
695,26363,261,2025-03-05,Wrong Item Delivered,15180.47,Completed,Passed,Drop,Warehouse C,Opened,Refund,No,11,Wallet,Poor,East,Pending,Yes,Closed
696,24196,8550,2026-06-01,Late Delivery,34609.92,Pending,Passed,Drop,Warehouse B,Opened,Refund,No,12,Bank Transfer,Average,North,Pending,Yes,Closed
697,17397,4912,2026-03-02,Late Delivery,41198.82,Pending,Failed,Pickup,WAREHOUSE C,Opened,Refund,No,11,Wallet,Good,East,Pending,No,Closed
698,39899,3796,2024-09-13,Missing Parts,19857.66,Rejected,Passed,Drop,Warehouse C,Opened,Refund,No,1,UPI,Excellent,West,Pending,No,Active
699,25503,3371,2026-04-26,Missing Parts,3529.05,Completed,Pending,Pickup,Warehouse A,Opened,Replacement,No,6,UPI,Poor,South,Pending,Yes,Closed
700,47172,3110,2026-03-03,Duplicate Order,16208.02,Rejected,Pending,Pickup,Warehouse C,Opened,Refund,No,8,Bank Transfer,Poor,West,Pending,No,Active
701,43496,1250,2025-12-28,Wrong Item Delivered,16729.7,Completed,Passed,Drop,Warehouse C,Sealed,Replacement,No,8,UPI,Average,North,Resolved,No,Closed
702,34638,8716,2025-07-27,Missing Parts,19980.7,Pending,Failed,Drop,Warehouse B,Opened,Refund,Yes,14,Wallet,Good,West,Pending,No,Active
703,29399,2847,2025-03-26,Wrong Item Delivered,61336.93,Pending,Failed,Drop,Warehouse B,Opened,Refund,No,15,Bank Transfer,Excellent,South,Pending,Yes,Active
704,2921,9157,2024-12-07,Quality Issue,13610.84,Completed,Pending,Pickup,Warehouse C,Opened,Refund,No,14,UPI,Average,South,Pending,No,Closed
705,5419,2727,2026-02-25,Not as Described,2016.58,Pending,Passed,Pickup,Warehouse B,Sealed,Replacement,No,2,UPI,Average,North,Pending,Yes,Active
706,27012,6526,2026-02-02,Quality Issue,34982.52,Rejected,Failed,Drop,Warehouse B,Opened,Replacement,Yes,7,UPI,Average,South,Resolved,Yes,Active
707,17490,7403,2026-04-23,Late Delivery,53897.71,Rejected,Passed,Drop,Warehouse B,Opened,Replacement,Yes,12,Bank Transfer,Average,South,Resolved,Yes,Active
708,11242,5308,2025-09-13,Not as Described,29491.8,Rejected,Pending,Pickup,Warehouse C,Opened,Refund,No,12,Bank Transfer,Poor,South,Pending,No,Active
709,19075,8016,2025-08-10,Late Delivery,42789.2,Pending,Pending,Drop,Warehouse B,Sealed,Replacement,No,5,UPI,Good,North,Pending,No,Closed
710,11516,8270,2024-08-31,Missing Parts,57695.71,Completed,Passed,Drop,Warehouse B,Opened,Replacement,No,12,UPI,Poor,West,Pending,Yes,Active
711,9245,7043,2025-10-23,Late Delivery,42809.93,Pending,Passed,Drop,Warehouse B,Sealed,Replacement,No,13,Bank Transfer,Poor,West,Pending,Yes,Closed
712,25738,5813,2026-06-06,Duplicate Order,42228.49,Rejected,Passed,Drop,Warehouse B,Sealed,Refund,Yes,9,UPI,Excellent,East,Resolved,Yes,Active
713,15366,4587,2026-01-19,Duplicate Order,7210.73,Pending,Pending,Pickup,Warehouse C,Opened,Refund,No,9,UPI,Good,West,Resolved,No,Active
714,38002,9262,2025-01-20,Missing Parts,23298.32,Completed,Pending,Pickup,Warehouse A,Opened,Refund,Yes,9,Bank Transfer,Poor,North,Resolved,No,Closed
715,46405,6793,2024-10-04,Late Delivery,69297.01,Completed,Failed,Pickup,Warehouse B,Sealed,Refund,No,14,UPI,Excellent,North,Pending,Yes,Active
716,48048,4193,2025-03-29,Quality Issue,64719.4,Completed,Pending,Drop,Warehouse A,Sealed,Replacement,No,9,Wallet,Excellent,East,Pending,No,Active
717,17871,992,2026-02-21,Not as Described,72690.45,Pending,Failed,Drop,Warehouse A,Opened,Replacement,No,8,Bank Transfer,Good,West,Resolved,No,Closed
718,26005,6633,2025-12-07,Wrong Item Delivered,18818.68,Pending,Passed,Pickup,Warehouse B,Opened,Replacement,No,8,Wallet,Excellent,East,Pending,Yes,Active
719,30735,1763,2025-04-06,Late Delivery,24082,Pending,Pending,Pickup,Warehouse A,Opened,Replacement,No,9,Wallet,Good,North,Pending,No,Closed
720,30888,1912,2026-05-15,Quality Issue,124320.35,Completed,Failed,Drop,Warehouse A,Sealed,Refund,No,9,Bank Transfer,Average,South,Pending,No,Closed
721,16679,8348,2025-12-08,Wrong Item Delivered,38224.21,Completed,Failed,Pickup,Warehouse B,Opened,Refund,Yes,9,Wallet,Excellent,South,Resolved,No,Active
722,44636,9548,2024-10-11,Not as Described,79567.76,Completed,Pending,Drop,Warehouse A,Sealed,Replacement,Yes,5,UPI,,East,Pending,No,Closed
723,1301,5178,2025-10-31,Quality Issue,14855.83,Pending,Pending,Pickup,Warehouse C,Sealed,Replacement,No,8,UPI,Average,South,Resolved,No,Active
724,37863,4579,2025-11-22,Quality Issue,32462.06,Pending,Passed,Pickup,Warehouse B,Opened,Refund,Yes,9,Bank Transfer,Average,North,Resolved,No,Active
725,6523,5088,2026-01-22,Late Delivery,73173.72,Pending,Pending,Pickup,Warehouse A,Sealed,Replacement,No,10,Wallet,Average,East,Pending,No,Active
726,3965,4336,2026-04-22,Wrong Item Delivered,51751.89,Rejected,Passed,Drop,Warehouse A,Sealed,Refund,Yes,13,Wallet,Poor,East,Pending,No,Active
727,15545,1728,2025-03-18,Late Delivery,17977.24,Completed,Passed,Pickup,Warehouse A,Opened,Replacement,Yes,6,UPI,Excellent,South,Pending,No,Closed
728,7441,2073,2026-08-09,Wrong Item Delivered,61012.53,Completed,Pending,Drop,Warehouse B,Sealed,Replacement,No,5,Wallet,Average,North,Resolved,Yes,Closed
729,37302,6695,2026-04-13,Missing Parts,4735.09,Rejected,Failed,Drop,Warehouse C,Sealed,Refund,No,11,Bank Transfer,Good,North,Pending,No,Closed
730,38454,6274,2026-01-13,Late Delivery,71075.62,Pending,Failed,Pickup,Warehouse C,Opened,Refund,No,6,Wallet,Good,North,Pending,No,Active
731,15107,7473,2024-10-22,Changed Mind,81357.12,Rejected,Passed,Drop,Warehouse A,Sealed,Replacement,No,1,Wallet,Average,East,Resolved,Yes,Closed
732,10919,4468,2024-08-19,Not as Described,114114.97,Completed,Failed,Pickup,Warehouse A,Sealed,Refund,Yes,12,Wallet,Good,South,Resolved,No,Active
733,1554,4387,2025-11-01,Damaged Product,8526.98,Pending,Passed,Drop,Warehouse A,Opened,Replacement,No,15,Wallet,Good,East,Resolved,No,Closed
734,32767,2973,2025-02-20,Damaged Product,51668.23,Completed,Passed,Pickup,Warehouse C,Sealed,Refund,Yes,8,UPI,Average,South,Pending,Yes,Active
735,11177,1000,2026-06-09,Duplicate Order,39676.68,Completed,Failed,Drop,Warehouse C,Opened,Replacement,Yes,2,UPI,Good,North,Resolved,No,Active
736,44630,138,2026-05-01,Damaged Product,29820.16,Completed,Pending,Drop,Warehouse B,Opened,Refund,No,14,Wallet,Good,South,Pending,Yes,Closed
737,25578,2079,2026-05-31,Changed Mind,73882.47,Completed,Pending,Drop,Warehouse B,Opened,Refund,No,15,UPI,Good,East,Pending,No,Closed
738,9138,8915,2024-08-06,Duplicate Order,79498.67,Pending,Pending,Drop,Warehouse C,Opened,Refund,No,3,Wallet,Good,West,Pending,No,Active
739,44231,8576,2026-02-14,Changed Mind,69795.8,Completed,Pending,Pickup,Warehouse B,Opened,Replacement,No,1,UPI,Good,West,Resolved,No,Closed
740,19288,9923,2025-04-24,Damaged Product,98826.49,Pending,Pending,Pickup,Warehouse C,Sealed,Refund,Yes,7,Bank Transfer,Average,East,Resolved,Yes,Closed
741,12260,5911,2025-08-24,Quality Issue,2332.03,Completed,Failed,Drop,Warehouse C,Sealed,Replacement,No,14,UPI,Average,East,Pending,No,Closed
742,36590,2129,2024-11-02,Late Delivery,56947.05,Rejected,Passed,Drop,Warehouse B,Sealed,Replacement,Yes,3,Wallet,Good,East,Resolved,Yes,Active
743,41587,3319,2025-04-16,Damaged Product,65171.5,Completed,Failed,Pickup,Warehouse B,Sealed,Replacement,Yes,8,UPI,Good,South,Resolved,No,Closed
744,49951,6799,2024-10-22,Late Delivery,87405.28,Pending,Passed,Pickup,Warehouse A,Sealed,Refund,No,3,Bank Transfer,Excellent,West,Pending,Yes,Closed
745,579,7106,2025-08-04,Not as Described,41961.74,Rejected,Passed,Pickup,Warehouse B,Opened,Replacement,Yes,7,Bank Transfer,Average,West,Pending,Yes,Closed
746,23317,7947,2026-07-20,Damaged Product,42588.2,Completed,Pending,Pickup,Warehouse A,Sealed,Replacement,No,9,UPI,Poor,North,Resolved,Yes,Closed
747,20142,5727,2026-04-15,Changed Mind,73217.76,Pending,Passed,Drop,Warehouse B,Opened,Replacement,Yes,5,Bank Transfer,Poor,West,Resolved,No,Closed
748,7951,8068,2025-08-16,Wrong Item Delivered,38451.37,Pending,Passed,Drop,Warehouse C,Opened,Replacement,Yes,3,Bank Transfer,Good,West,Pending,Yes,Closed
749,8671,2270,2025-08-15,Missing Parts,7338.92,Pending,Passed,Drop,Warehouse B,Sealed,Refund,No,9,Bank Transfer,Poor,East,Pending,Yes,Active
750,7587,967,2025-11-13,Missing Parts,76116.33,Rejected,Passed,Pickup,Warehouse A,Sealed,Replacement,Yes,9,Wallet,Poor,West,Resolved,No,Closed
751,34623,2487,2025-12-10,Not as Described,53275.22,Pending,Failed,Pickup,Warehouse C,Sealed,Replacement,No,6,Wallet,Average,North,Pending,Yes,Closed
752,33866,6592,2025-01-06,Not as Described,102652.62,Pending,Failed,Pickup,Warehouse C,Opened,Replacement,Yes,9,Wallet,Poor,South,Resolved,Yes,Active
753,7901,7726,2024-09-04,Not as Described,33770.57,Pending,Failed,Drop,Warehouse B,Opened,Replacement,Yes,2,Bank Transfer,Average,North,Resolved,Yes,Closed
754,15159,6564,2026-07-10,Wrong Item Delivered,46092.15,Pending,Pending,Drop,Warehouse B,Sealed,Refund,Yes,12,Bank Transfer,Excellent,West,Resolved,Yes,Closed
755,42475,9248,2026-06-01,Late Delivery,2043.94,Rejected,Passed,Drop,Warehouse C,Sealed,Refund,No,5,Wallet,Good,East,Resolved,No,Active
756,17456,7818,2026-03-10,Damaged Product,31447.91,Pending,Passed,Pickup,Warehouse B,Opened,Replacement,No,8,Wallet,Average,North,Resolved,Yes,Active
757,32915,96,2026-05-05,Wrong Item Delivered,86389.93,Rejected,Failed,Drop,Warehouse C,Sealed,Replacement,No,8,Wallet,Excellent,East,Pending,No,Closed
758,11263,2895,2024-08-25,Not as Described,10386.95,Rejected,Failed,Pickup,Warehouse C,Opened,Replacement,No,7,UPI,Excellent,West,Pending,Yes,Active
759,15651,2414,2026-03-25,Duplicate Order,94256.07,Pending,Failed,Drop,Warehouse B,Sealed,Refund,Yes,10,Wallet,Good,East,Pending,No,Active
760,24362,2065,2025-02-26,Not as Described,48830.54,Completed,Failed,Pickup,Warehouse B,Opened,Refund,No,4,UPI,Excellent,East,Resolved,Yes,Closed
761,30476,9678,2025-09-06,Late Delivery,91172.05,Pending,Pending,Drop,Warehouse B,Sealed,Refund,No,9,Wallet,Poor,South,Pending,No,Closed
762,7154,3630,2025-09-01,Not as Described,5356.27,Completed,Passed,Drop,Warehouse B,Opened,Replacement,No,11,UPI,Excellent,West,Pending,No,Closed
763,8848,6304,2026-04-08,Late Delivery,114456.58,Completed,Pending,Pickup,Warehouse C,Sealed,Refund,No,10,UPI,Good,West,Resolved,No,Active
764,43000,5523,2024-11-05,Missing Parts,83140.87,Rejected,Pending,Pickup,WAREHOUSE A,Sealed,Replacement,Yes,3,Bank Transfer,Good,East,Resolved,No,Active
765,6102,6876,2025-07-28,Not as Described,58113.95,Pending,Passed,Drop,Warehouse A,Opened,Replacement,Yes,-5,Wallet,Average,South,Resolved,No,Active
766,20569,2323,2025-01-15,Missing Parts,37879.94,Rejected,Failed,Drop,Warehouse A,Sealed,Replacement,Yes,12,Wallet,Excellent,West,Pending,Yes,Closed
767,5978,4784,2025-01-21,Damaged Product,2141.69,Pending,Failed,Drop,Warehouse B,Opened,Refund,Yes,14,Bank Transfer,Excellent,South,Pending,No,Closed
768,8809,5859,2025-08-02,Not as Described,13090.81,Completed,Failed,Pickup,Warehouse B,Opened,Replacement,No,13,UPI,Average,East,Pending,No,Closed
769,61,5189,2026-01-14,Changed Mind,108498.77,Rejected,Failed,Pickup,Warehouse A,Opened,Replacement,Yes,4,Bank Transfer,Average,East,Pending,Yes,Closed
770,45140,5272,2024-12-28,Changed Mind,121681.96,Completed,Pending,Pickup,Warehouse A,Sealed,Replacement,No,11,UPI,Excellent,South,Pending,Yes,Active
771,49252,7650,2026-05-12,Missing Parts,85997.74,Pending,Pending,Pickup,Warehouse B,Opened,Replacement,No,7,Bank Transfer,Good,West,Resolved,No,Closed
772,10002,2805,2026-01-22,Wrong Item Delivered,39569.09,Pending,Passed,Drop,Warehouse A,Opened,Refund,No,10,Wallet,Excellent,South,Pending,No,Closed
773,14210,7238,2024-08-17,Damaged Product,91222.69,Rejected,Pending,Pickup,Warehouse C,Opened,Replacement,Yes,7,Wallet,Excellent,East,Resolved,No,Active
774,47174,1643,2025-08-28,Late Delivery,70322.8,Completed,Failed,Pickup,Warehouse C,Opened,Refund,No,3,UPI,Average,East,Resolved,Yes,Active
775,2806,6784,2026-04-10,Changed Mind,22515.41,Completed,Passed,Pickup,Warehouse A,Sealed,Replacement,Yes,9,UPI,,North,Resolved,No,Active
776,22314,2669,2025-12-05,Late Delivery,13150.28,Completed,Pending,Pickup,Warehouse C,Sealed,Replacement,Yes,10,Bank Transfer,Excellent,West,Resolved,No,Active
777,12307,729,2025-01-11,Changed Mind,108881.76,Pending,Pending,Pickup,Warehouse B,Sealed,Replacement,No,5,Wallet,Good,East,Pending,No,Closed
778,42567,7684,2024-11-10,Quality Issue,125057.79,Pending,Passed,Drop,Warehouse C,Sealed,Replacement,Yes,3,UPI,Poor,East,Resolved,No,Closed
779,27594,5030,2025-07-27,Quality Issue,84106.4,Completed,Passed,Pickup,Warehouse A,Sealed,Replacement,No,13,Wallet,Poor,North,Pending,Yes,Active
780,9352,4604,2024-10-02,Missing Parts,46336.64,Completed,Passed,Pickup,Warehouse B,Sealed,Replacement,No,4,Bank Transfer,Poor,East,Pending,Yes,Closed
781,36102,4669,2025-03-25,Duplicate Order,84211.29,Pending,Failed,Drop,Warehouse C,Sealed,Replacement,Yes,13,Bank Transfer,Excellent,West,Pending,Yes,Closed
782,28206,5848,2025-10-21,Late Delivery,56142.03,Completed,Pending,Drop,Warehouse B,Sealed,Refund,No,7,Bank Transfer,Average,South,Resolved,No,Closed
783,34422,2611,2025-10-26,Quality Issue,36042.57,Pending,Pending,Drop,Warehouse C,Sealed,Refund,No,12,Wallet,Poor,South,Pending,No,Active
784,15424,7897,2024-11-19,Duplicate Order,56657.44,Pending,Pending,Drop,Warehouse B,Sealed,Refund,No,3,Wallet,Excellent,East,Pending,Yes,Active
785,4326,9139,2025-03-12,Late Delivery,88315.51,Rejected,Passed,Drop,Warehouse A,Sealed,Replacement,No,12,UPI,Good,North,Pending,No,Closed
